iter	MAE
1514	0.198576041
1515	0.1985528459
1516	0.1985295004
1517	0.1985176644
1518	0.198488366
1519	0.1984668172
1520	0.1984430193
1521	0.1984181353
1522	0.1983942733
1523	0.1983688442
1524	0.1983446386
1525	0.1983177422
1526	0.1982988321
1527	0.1982807839
1528	0.1982586888
1529	0.1982376162
1530	0.1982151866
1531	0.1981902157
1532	0.1981770593
1533	0.198154576
1534	0.1981394753
1535	0.1981148523
1536	0.1980944501
1537	0.1980697806
1538	0.1980580331
1539	0.1980403936
1540	0.1980191028
1541	0.1979983806
1542	0.1979822589
1543	0.1979570159
1544	0.1979366677
1545	0.1979221526
1546	0.1979045779
1547	0.1978851223
1548	0.1978652233
1549	0.197853426
1550	0.1978359561
1551	0.1978216508
1552	0.197801175
1553	0.1977806932
1554	0.1977589622
1555	0.197734242
1556	0.1977131935
1557	0.1976910029
1558	0.1976742999
1559	0.1976513984
1560	0.197628249
1561	0.1976058034
1562	0.1975868751
1563	0.197566283
1564	0.197544684
1565	0.1975238839
1566	0.1975037342
1567	0.1974781411
1568	0.1974556533
1569	0.1974330433
1570	0.1974142578
1571	0.1973943547
1572	0.1973771919
1573	0.1973585201
1574	0.1973364717
1575	0.1973188664
1576	0.1972978469
1577	0.1972776979
1578	0.1972534757
1579	0.1972311855
1580	0.1972095561
1581	0.1971889388
1582	0.1971706562
1583	0.1971508476
1584	0.19713339
1585	0.1971140397
1586	0.1970943101
1587	0.1970720821
1588	0.197053777
1589	0.1970283473
1590	0.1970067862
1591	0.1969887687
1592	0.1969669401
1593	0.1969430676
1594	0.1969222672
1595	0.1969056274
1596	0.1968852607
1597	0.1968642377
1598	0.1968488116
1599	0.1968335006
1600	0.1968103964
1601	0.1967857228
1602	0.196762421
1603	0.1967425353
1604	0.1967191401
1605	0.1966969795
1606	0.1966755147
1607	0.1966565794
1608	0.1966394245
1609	0.1966205079
1610	0.1966018559
1611	0.1965743123
1612	0.1965512025
1613	0.1965392868
1614	0.1965220893
1615	0.1965026919
1616	0.1964846688
1617	0.1964675305
1618	0.1964433899
1619	0.1964244621
1620	0.1963949493
1621	0.1963794545
1622	0.1963593744
1623	0.1963340271
1624	0.1963220431
1625	0.196300158
1626	0.1962798018
1627	0.1962572155
1628	0.1962355728
1629	0.1962131162
1630	0.1962045402
1631	0.1961902834
1632	0.1961785475
1633	0.1961627758
1634	0.1961467002
1635	0.1961291456
1636	0.1961060849
1637	0.1960885501
1638	0.196066548
1639	0.1960539464
1640	0.1960395015
1641	0.1960169961
1642	0.1959901356
1643	0.1959704543
1644	0.1959508771
1645	0.1959382903
1646	0.1958920207
1647	0.19586257
1648	0.1958475272
1649	0.1958378252
